Timestamp, sensorID, SensorType, Location, Measurement, Status
2023-11-01T00:09:00Z,S31,WindSpeed,Palmer Station,73.00,Normal
2023-11-01T00:12:00Z,S743,Temperature,Palmer Station,-12.00,Normal
2023-11-01T00:18:00Z,S625,Visibility,Palmer Station,172.00,Normal
2023-11-01T00:21:00Z,S196,Pressure,Palmer Station,982.00,Normal
2023-11-01T00:22:00Z,S876,Pressure,Palmer Station,986.00,Normal
2023-11-01T00:24:00Z,S627,WindSpeed,Palmer Station,69.00,Normal
2023-11-01T00:29:00Z,S685,Pressure,Palmer Station,997.00,Normal
2023-11-01T00:32:00Z,S419,Temperature,Palmer Station,-13.00,Normal
2023-11-01T00:48:00Z,S383,Temperature,Palmer Station,-14.00,Normal
2023-11-01T00:50:00Z,S173,Pressure,Palmer Station,998.00,Normal
2023-11-01T00:52:00Z,S646,Temperature,Palmer Station,-20.00,Normal
2023-11-01T00:56:00Z,S412,WindSpeed,Palmer Station,75.00,Normal
2023-11-01T00:58:00Z,S46,WindSpeed,Palmer Station,54.00,Normal
2023-11-01T01:00:00Z,S393,Visibility,Palmer Station,53.00,Normal
2023-11-01T01:01:00Z,S513,Visibility,Palmer Station,102.00,Normal
2023-11-01T01:02:00Z,S931,Visibility,Palmer Station,135.00,Normal
2023-11-01T01:05:00Z,S396,Temperature,Palmer Station,-20.00,Normal
2023-11-01T01:06:00Z,S670,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T01:07:00Z,S854,Visibility,Palmer Station,86.00,Normal
2023-11-01T01:18:00Z,S293,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T01:24:00Z,S729,Pressure,Palmer Station,1000.00,Normal
2023-11-01T01:34:00Z,S471,Temperature,Palmer Station,-20.00,Normal
2023-11-01T01:39:00Z,S548,Pressure,Palmer Station,999.00,Normal
2023-11-01T02:06:00Z,S943,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T02:07:00Z,S688,Visibility,Palmer Station,90.00,Normal
2023-11-01T02:19:00Z,S655,Temperature,Palmer Station,-12.00,Normal
2023-11-01T02:20:00Z,S506,Pressure,Palmer Station,997.00,Normal
2023-11-01T02:23:00Z,S709,Temperature,Palmer Station,-20.00,Normal
2023-11-01T02:25:00Z,S77,Pressure,Palmer Station,986.00,Normal
2023-11-01T02:26:00Z,S760,WindSpeed,Palmer Station,58.00,Normal
2023-11-01T02:29:00Z,S151,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T02:43:00Z,S494,Visibility,Palmer Station,119.00,Normal
2023-11-01T02:52:00Z,S539,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T02:54:00Z,S777,Temperature,Palmer Station,-13.00,Normal
2023-11-01T02:55:00Z,S550,Visibility,Palmer Station,8.00,Normal
2023-11-01T02:59:00Z,S96,Temperature,Palmer Station,-18.00,Normal
2023-11-01T03:04:00Z,S187,Pressure,Palmer Station,991.00,Normal
2023-11-01T03:08:00Z,S790,Visibility,Palmer Station,159.00,Normal
2023-11-01T03:15:00Z,S780,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T03:16:00Z,S257,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T03:18:00Z,S740,Pressure,Palmer Station,987.00,Normal
2023-11-01T03:33:00Z,S717,Visibility,Palmer Station,34.00,Normal
2023-11-01T03:35:00Z,S519,Temperature,Palmer Station,-12.00,Normal
2023-11-01T03:44:00Z,S670,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T03:46:00Z,S547,Visibility,Palmer Station,33.00,Normal
2023-11-01T03:50:00Z,S46,WindSpeed,Palmer Station,60.00,Normal
2023-11-01T03:52:00Z,S910,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T03:53:00Z,S790,Visibility,Palmer Station,90.00,Normal
2023-11-01T03:55:00Z,S205,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T04:03:00Z,S550,Visibility,Palmer Station,169.00,Normal
2023-11-01T04:04:00Z,S412,WindSpeed,Palmer Station,57.00,Normal
2023-11-01T04:06:00Z,S600,Pressure,Palmer Station,988.00,Normal
2023-11-01T04:09:00Z,S153,Temperature,Palmer Station,-14.00,Normal
2023-11-01T04:11:00Z,S499,WindSpeed,Palmer Station,55.00,Normal
2023-11-01T04:12:00Z,S397,Pressure,Palmer Station,981.00,Normal
2023-11-01T04:24:00Z,S77,Pressure,Palmer Station,990.00,Normal
2023-11-01T04:25:00Z,S124,Pressure,Palmer Station,991.00,Normal
2023-11-01T04:41:00Z,S21,Visibility,Palmer Station,181.00,Normal
2023-11-01T04:48:00Z,S205,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T04:51:00Z,S481,Pressure,Palmer Station,994.00,Normal
2023-11-01T04:54:00Z,S639,Visibility,Palmer Station,18.00,Normal
2023-11-01T04:56:00Z,S740,Pressure,Palmer Station,990.00,Normal
2023-11-01T04:59:00Z,S21,Visibility,Palmer Station,71.00,Normal
2023-11-01T05:00:00Z,S308,Pressure,Palmer Station,986.00,Normal
2023-11-01T05:02:00Z,S716,Temperature,Palmer Station,-14.00,Normal
2023-11-01T05:08:00Z,S285,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T05:14:00Z,S880,Pressure,Palmer Station,993.00,Normal
2023-11-01T05:16:00Z,S200,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T05:26:00Z,S683,Temperature,Palmer Station,-16.00,Normal
2023-11-01T05:29:00Z,S457,Visibility,Palmer Station,29.00,Normal
2023-11-01T05:39:00Z,S650,Visibility,Palmer Station,132.00,Normal
2023-11-01T05:44:00Z,S661,Temperature,Palmer Station,-18.00,Normal
2023-11-01T05:51:00Z,S857,WindSpeed,Palmer Station,75.00,Normal
2023-11-01T05:53:00Z,S383,Temperature,Palmer Station,-15.00,Normal
2023-11-01T05:55:00Z,S407,Visibility,Palmer Station,124.00,Normal
2023-11-01T06:01:00Z,S837,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T06:02:00Z,S943,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T06:10:00Z,S979,Pressure,Palmer Station,989.00,Normal
2023-11-01T06:16:00Z,S502,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T06:28:00Z,S513,Visibility,Palmer Station,70.00,Normal
2023-11-01T06:30:00Z,S522,Visibility,Palmer Station,141.00,Normal
2023-11-01T06:37:00Z,S616,Visibility,Palmer Station,21.00,Normal
2023-11-01T06:44:00Z,S214,Temperature,Palmer Station,-15.00,Normal
2023-11-01T06:55:00Z,S570,Pressure,Palmer Station,993.00,Normal
2023-11-01T06:58:00Z,S760,WindSpeed,Palmer Station,78.00,Normal
2023-11-01T07:02:00Z,S973,WindSpeed,Palmer Station,58.00,Normal
2023-11-01T07:10:00Z,S525,Pressure,Palmer Station,995.00,Normal
2023-11-01T07:16:00Z,S948,Visibility,Palmer Station,116.00,Normal
2023-11-01T07:20:00Z,S205,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T07:22:00Z,S46,WindSpeed,Palmer Station,71.00,Normal
2023-11-01T07:29:00Z,S96,Temperature,Palmer Station,-19.00,Normal
2023-11-01T07:32:00Z,S170,Temperature,Palmer Station,-18.00,Normal
2023-11-01T07:35:00Z,S519,Temperature,Palmer Station,-16.00,Normal
2023-11-01T07:39:00Z,S269,WindSpeed,Palmer Station,80.00,Normal
2023-11-01T07:42:00Z,S700,WindSpeed,Palmer Station,61.00,Normal
2023-11-01T07:44:00Z,S153,Temperature,Palmer Station,-18.00,Normal
2023-11-01T07:55:00Z,S741,Visibility,Palmer Station,91.00,Normal
2023-11-01T08:01:00Z,S112,WindSpeed,Palmer Station,70.00,Normal
2023-11-01T08:07:00Z,S296,Visibility,Palmer Station,8.00,Normal
2023-11-01T08:16:00Z,S924,Pressure,Palmer Station,988.00,Normal
2023-11-01T08:20:00Z,S168,WindSpeed,Palmer Station,76.00,Normal
2023-11-01T08:22:00Z,S683,Temperature,Palmer Station,-16.00,Normal
2023-11-01T08:26:00Z,S120,Visibility,Palmer Station,71.00,Normal
2023-11-01T08:29:00Z,S124,Pressure,Palmer Station,982.00,Normal
2023-11-01T08:30:00Z,S481,Pressure,Palmer Station,991.00,Normal
2023-11-01T08:38:00Z,S633,Pressure,Palmer Station,999.00,Normal
2023-11-01T08:39:00Z,S515,WindSpeed,Palmer Station,74.00,Normal
2023-11-01T08:41:00Z,S839,Pressure,Palmer Station,994.00,Normal
2023-11-01T08:45:00Z,S501,Temperature,Palmer Station,-15.00,Normal
2023-11-01T08:46:00Z,S269,WindSpeed,Palmer Station,53.00,Normal
2023-11-01T08:48:00Z,S502,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T08:54:00Z,S342,Visibility,Palmer Station,166.00,Normal
2023-11-01T08:59:00Z,S420,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T09:04:00Z,S332,Visibility,Palmer Station,172.00,Normal
2023-11-01T09:07:00Z,S793,Temperature,Palmer Station,-14.00,Normal
2023-11-01T09:08:00Z,S77,Pressure,Palmer Station,995.00,Normal
2023-11-01T09:19:00Z,S780,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T09:25:00Z,S502,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T09:26:00Z,S420,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T09:27:00Z,S795,Visibility,Palmer Station,151.00,Normal
2023-11-01T09:31:00Z,S296,Visibility,Palmer Station,90.00,Normal
2023-11-01T09:32:00Z,S337,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T09:35:00Z,S580,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T09:41:00Z,S248,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T09:50:00Z,S557,Visibility,Palmer Station,71.00,Normal
2023-11-01T09:56:00Z,S583,Visibility,Palmer Station,165.00,Normal
2023-11-01T10:06:00Z,S683,Temperature,Palmer Station,-15.00,Normal
2023-11-01T10:09:00Z,S659,Pressure,Palmer Station,986.00,Normal
2023-11-01T10:14:00Z,S773,Pressure,Palmer Station,986.00,Normal
2023-11-01T10:15:00Z,S103,Visibility,Palmer Station,40.00,Normal
2023-11-01T10:19:00Z,S616,Visibility,Palmer Station,48.00,Normal
2023-11-01T10:24:00Z,S46,WindSpeed,Palmer Station,58.00,Normal
2023-11-01T10:33:00Z,S104,WindSpeed,Palmer Station,75.00,Normal
2023-11-01T10:41:00Z,S600,Pressure,Palmer Station,982.00,Normal
2023-11-01T10:42:00Z,S417,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T11:11:00Z,S269,WindSpeed,Palmer Station,69.00,Normal
2023-11-01T11:15:00Z,S358,WindSpeed,Palmer Station,68.00,Normal
2023-11-01T11:36:00Z,S839,Pressure,Palmer Station,996.00,Normal
2023-11-01T11:38:00Z,S771,Pressure,Palmer Station,1000.00,Normal
2023-11-01T11:43:00Z,S120,Visibility,Palmer Station,132.00,Normal
2023-11-01T11:45:00Z,S168,WindSpeed,Palmer Station,51.00,Normal
2023-11-01T11:49:00Z,S885,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T11:55:00Z,S65,Visibility,Palmer Station,183.00,Normal
2023-11-01T11:59:00Z,S611,WindSpeed,Palmer Station,78.00,Normal
2023-11-01T12:00:00Z,S175,Pressure,Palmer Station,996.00,Normal
2023-11-01T12:06:00Z,S948,Visibility,Palmer Station,104.00,Normal
2023-11-01T12:12:00Z,S809,WindSpeed,Palmer Station,79.00,Normal
2023-11-01T12:20:00Z,S777,Temperature,Palmer Station,-13.00,Normal
2023-11-01T12:26:00Z,S557,Visibility,Palmer Station,111.00,Normal
2023-11-01T12:36:00Z,S640,WindSpeed,Palmer Station,75.00,Normal
2023-11-01T12:46:00Z,S992,Temperature,Palmer Station,-20.00,Normal
2023-11-01T12:47:00Z,S683,Temperature,Palmer Station,-20.00,Normal
2023-11-01T12:53:00Z,S19,Pressure,Palmer Station,983.00,Normal
2023-11-01T12:57:00Z,S45,WindSpeed,Palmer Station,63.00,Normal
2023-11-01T12:58:00Z,S284,Temperature,Palmer Station,-13.00,Normal
2023-11-01T12:59:00Z,S19,Pressure,Palmer Station,998.00,Normal
2023-11-01T13:01:00Z,S726,Visibility,Palmer Station,128.00,Normal
2023-11-01T13:03:00Z,S187,Pressure,Palmer Station,993.00,Normal
2023-11-01T13:07:00Z,S494,Visibility,Palmer Station,53.00,Normal
2023-11-01T13:09:00Z,S407,Visibility,Palmer Station,90.00,Normal
2023-11-01T13:10:00Z,S73,WindSpeed,Palmer Station,73.00,Normal
2023-11-01T13:19:00Z,S294,Temperature,Palmer Station,-18.00,Normal
2023-11-01T13:28:00Z,S337,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T13:33:00Z,S963,WindSpeed,Palmer Station,75.00,Normal
2023-11-01T13:41:00Z,S501,Temperature,Palmer Station,-17.00,Normal
2023-11-01T13:44:00Z,S700,WindSpeed,Palmer Station,63.00,Normal
2023-11-01T13:48:00Z,S646,Temperature,Palmer Station,-17.00,Normal
2023-11-01T13:49:00Z,S694,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T14:00:00Z,S717,Visibility,Palmer Station,156.00,Normal
2023-11-01T14:03:00Z,S647,Pressure,Palmer Station,992.00,Normal
2023-11-01T14:04:00Z,S499,WindSpeed,Palmer Station,64.00,Normal
2023-11-01T14:16:00Z,S735,Pressure,Palmer Station,999.00,Normal
2023-11-01T14:18:00Z,S258,Temperature,Palmer Station,-14.00,Normal
2023-11-01T14:25:00Z,S98,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T14:29:00Z,S646,Temperature,Palmer Station,-14.00,Normal
2023-11-01T14:30:00Z,S694,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T14:32:00Z,S92,Pressure,Palmer Station,986.00,Normal
2023-11-01T14:35:00Z,S633,Pressure,Palmer Station,989.00,Normal
2023-11-01T14:45:00Z,S77,Pressure,Palmer Station,993.00,Normal
2023-11-01T14:52:00Z,S992,Temperature,Palmer Station,-18.00,Normal
2023-11-01T14:59:00Z,S170,Temperature,Palmer Station,-10.00,Normal
2023-11-01T15:01:00Z,S845,Pressure,Palmer Station,983.00,Normal
2023-11-01T15:04:00Z,S457,Visibility,Palmer Station,25.00,Normal
2023-11-01T15:06:00Z,S104,WindSpeed,Palmer Station,61.00,Normal
2023-11-01T15:13:00Z,S850,Temperature,Palmer Station,-14.00,Normal
2023-11-01T15:18:00Z,S907,Temperature,Palmer Station,-16.00,Normal
2023-11-01T15:20:00Z,S885,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T15:22:00Z,S485,WindSpeed,Palmer Station,52.00,Normal
2023-11-01T15:24:00Z,S694,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T15:29:00Z,S128,WindSpeed,Palmer Station,60.00,Normal
2023-11-01T15:30:00Z,S248,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T15:36:00Z,S358,WindSpeed,Palmer Station,55.00,Normal
2023-11-01T15:39:00Z,S570,Pressure,Palmer Station,992.00,Normal
2023-11-01T15:57:00Z,S46,WindSpeed,Palmer Station,53.00,Normal
2023-11-01T16:20:00Z,S421,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T16:23:00Z,S37,WindSpeed,Palmer Station,56.00,Normal
2023-11-01T16:27:00Z,S531,Visibility,Palmer Station,7.00,Normal
2023-11-01T16:31:00Z,S205,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T16:34:00Z,S46,WindSpeed,Palmer Station,58.00,Normal
2023-11-01T16:40:00Z,S92,Pressure,Palmer Station,989.00,Normal
2023-11-01T16:41:00Z,S611,WindSpeed,Palmer Station,55.00,Normal
2023-11-01T16:46:00Z,S979,Pressure,Palmer Station,991.00,Normal
2023-11-01T16:47:00Z,S600,Pressure,Palmer Station,990.00,Normal
2023-11-01T16:48:00Z,S741,Visibility,Palmer Station,160.00,Normal
2023-11-01T16:49:00Z,S790,Visibility,Palmer Station,183.00,Normal
2023-11-01T16:52:00Z,S402,Visibility,Palmer Station,151.00,Normal
2023-11-01T16:57:00Z,S677,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T17:01:00Z,S57,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T17:02:00Z,S729,Pressure,Palmer Station,981.00,Normal
2023-11-01T17:03:00Z,S698,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T17:10:00Z,S649,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T17:11:00Z,S414,Temperature,Palmer Station,-14.00,Normal
2023-11-01T17:13:00Z,S911,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T17:23:00Z,S839,Pressure,Palmer Station,987.00,Normal
2023-11-01T17:26:00Z,S677,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T17:28:00Z,S175,Pressure,Palmer Station,990.00,Normal
2023-11-01T17:32:00Z,S839,Pressure,Palmer Station,992.00,Normal
2023-11-01T17:37:00Z,S506,Pressure,Palmer Station,989.00,Normal
2023-11-01T17:41:00Z,S640,WindSpeed,Palmer Station,67.00,Normal
2023-11-01T17:50:00Z,S670,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T18:05:00Z,S790,Visibility,Palmer Station,155.00,Normal
2023-11-01T18:10:00Z,S911,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T18:13:00Z,S195,WindSpeed,Palmer Station,74.00,Normal
2023-11-01T18:18:00Z,S874,Temperature,Palmer Station,-19.00,Normal
2023-11-01T18:21:00Z,S495,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T18:29:00Z,S557,Visibility,Palmer Station,27.00,Normal
2023-11-01T18:39:00Z,S768,WindSpeed,Palmer Station,67.00,Normal
2023-11-01T18:44:00Z,S140,Pressure,Palmer Station,986.00,Normal
2023-11-01T18:45:00Z,S57,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T18:48:00Z,S735,Pressure,Palmer Station,990.00,Normal
2023-11-01T18:53:00Z,S780,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T18:54:00Z,S308,Pressure,Palmer Station,980.00,Normal
2023-11-01T19:01:00Z,S901,Pressure,Palmer Station,991.00,Normal
2023-11-01T19:10:00Z,S128,WindSpeed,Palmer Station,65.00,Normal
2023-11-01T19:11:00Z,S248,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T19:25:00Z,S931,Visibility,Palmer Station,126.00,Normal
2023-11-01T19:26:00Z,S790,Visibility,Palmer Station,98.00,Normal
2023-11-01T19:28:00Z,S539,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T19:36:00Z,S768,WindSpeed,Palmer Station,50.00,Normal
2023-11-01T19:42:00Z,S142,Pressure,Palmer Station,998.00,Normal
2023-11-01T19:44:00Z,S740,Pressure,Palmer Station,991.00,Normal
2023-11-01T19:50:00Z,S708,Visibility,Palmer Station,183.00,Normal
2023-11-01T19:54:00Z,S992,Temperature,Palmer Station,-20.00,Normal
2023-11-01T20:01:00Z,S729,Pressure,Palmer Station,980.00,Normal
2023-11-01T20:04:00Z,S837,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T20:18:00Z,S570,Pressure,Palmer Station,985.00,Normal
2023-11-01T20:19:00Z,S649,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T20:22:00Z,S567,Temperature,Palmer Station,-14.00,Normal
2023-11-01T20:27:00Z,S885,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T20:30:00Z,S502,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T20:33:00Z,S558,UVRadiation,Palmer Station,1.00,Normal
2023-11-01T20:38:00Z,S187,Pressure,Palmer Station,998.00,Normal
2023-11-01T20:40:00Z,S421,UVRadiation,Palmer Station,0.00,Normal
2023-11-01T20:43:00Z,S874,Temperature,Palmer Station,-13.00,Normal
2023-11-01T20:44:00Z,S647,Pressure,Palmer Station,1000.00,Normal
2023-11-01T20:48:00Z,S485,WindSpeed,Palmer Station,63.00,Normal
2023-11-01T20:52:00Z,S924,Pressure,Palmer Station,982.00,Normal
2023-11-01T20:57:00Z,S704,Pressure,Palmer Station,999.00,Normal
2023-11-01T20:59:00Z,S973,WindSpeed,Palmer Station,74.00,Normal
2023-11-01T21:02:00Z,S661,Temperature,Palmer Station,-15.00,Normal
2023-11-01T21:08:00Z,S31,WindSpeed,Palmer Station,73.00,Normal
2023-11-01T21:09:00Z,S793,Temperature,Palmer Station,-20.00,Normal
2023-11-01T21:12:00Z,S880,Pressure,Palmer Station,990.00,Normal
2023-11-01T21:15:00Z,S809,WindSpeed,Palmer Station,55.00,Normal
2023-11-01T21:19:00Z,S740,Pressure,Palmer Station,988.00,Normal
2023-11-01T21:20:00Z,S876,Pressure,Palmer Station,982.00,Normal
