Timestamp, sensorID, SensorType, Location, Measurement, Status
2023-11-02T18:16:00Z,S633,Pressure,Palmer Station,995.00,Normal
2023-11-02T18:23:00Z,S73,WindSpeed,Palmer Station,71.00,Normal
2023-11-02T18:28:00Z,S471,Temperature,Palmer Station,-19.00,Normal
2023-11-02T18:34:00Z,S943,UVRadiation,Palmer Station,1.00,Normal
2023-11-02T18:37:00Z,S838,Temperature,Palmer Station,-15.00,Normal
2023-11-02T18:40:00Z,S19,Pressure,Palmer Station,998.00,Normal
2023-11-02T18:44:00Z,S851,Visibility,Palmer Station,120.00,Normal
2023-11-02T18:46:00Z,S973,WindSpeed,Palmer Station,70.00,Normal
2023-11-02T18:51:00Z,S910,UVRadiation,Palmer Station,1.00,Normal
2023-11-02T18:53:00Z,S371,Temperature,Palmer Station,-19.00,Normal
2023-11-02T18:56:00Z,S351,Visibility,Palmer Station,193.00,Normal
2023-11-02T18:58:00Z,S170,Temperature,Palmer Station,-13.00,Normal
2023-11-02T19:10:00Z,S809,WindSpeed,Palmer Station,54.00,Normal
2023-11-02T19:12:00Z,S992,Temperature,Palmer Station,-10.00,Normal
2023-11-02T19:15:00Z,S103,Visibility,Palmer Station,172.00,Normal
2023-11-02T19:21:00Z,S583,Visibility,Palmer Station,111.00,Normal
2023-11-02T19:25:00Z,S854,Visibility,Palmer Station,71.00,Normal
2023-11-02T19:26:00Z,S683,Temperature,Palmer Station,-18.00,Normal
2023-11-02T19:33:00Z,S583,Visibility,Palmer Station,44.00,Normal
2023-11-02T19:45:00Z,S142,Pressure,Palmer Station,983.00,Normal
2023-11-02T19:47:00Z,S558,UVRadiation,Palmer Station,1.00,Normal
2023-11-02T19:50:00Z,S659,Pressure,Palmer Station,989.00,Normal
2023-11-02T19:56:00Z,S729,Pressure,Palmer Station,993.00,Normal
2023-11-02T19:58:00Z,S971,Visibility,Palmer Station,126.00,Normal
2023-11-02T20:00:00Z,S522,Visibility,Palmer Station,183.00,Normal
2023-11-02T20:03:00Z,S153,Temperature,Palmer Station,-16.00,Normal
2023-11-02T20:05:00Z,S716,Temperature,Palmer Station,-12.00,Normal
2023-11-02T20:07:00Z,S708,Visibility,Palmer Station,179.00,Normal
2023-11-02T20:11:00Z,S999,WindSpeed,Palmer Station,74.00,Normal
2023-11-02T20:26:00Z,S698,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T20:27:00Z,S896,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T20:34:00Z,S752,Temperature,Palmer Station,-18.00,Normal
2023-11-02T20:36:00Z,S187,Pressure,Palmer Station,983.00,Normal
2023-11-02T20:37:00Z,S522,Visibility,Palmer Station,54.00,Normal
2023-11-02T20:43:00Z,S653,Temperature,Palmer Station,-14.00,Normal
2023-11-02T21:10:00Z,S716,Temperature,Palmer Station,-17.00,Normal
2023-11-02T21:15:00Z,S778,Temperature,Palmer Station,-17.00,Normal
2023-11-02T21:17:00Z,S252,Pressure,Palmer Station,981.00,Normal
2023-11-02T21:24:00Z,S539,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T21:30:00Z,S296,Visibility,Palmer Station,94.00,Normal
2023-11-02T21:32:00Z,S924,Pressure,Palmer Station,991.00,Normal
2023-11-02T21:33:00Z,S140,Pressure,Palmer Station,989.00,Normal
2023-11-02T21:34:00Z,S57,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T21:35:00Z,S743,Temperature,Palmer Station,-14.00,Normal
2023-11-02T21:40:00Z,S96,Temperature,Palmer Station,-14.00,Normal
2023-11-02T21:41:00Z,S650,Visibility,Palmer Station,66.00,Normal
2023-11-02T22:03:00Z,S647,Pressure,Palmer Station,981.00,Normal
2023-11-02T22:06:00Z,S633,Pressure,Palmer Station,990.00,Normal
2023-11-02T22:14:00Z,S952,Pressure,Palmer Station,995.00,Normal
2023-11-02T22:15:00Z,S878,WindSpeed,Palmer Station,60.00,Normal
2023-11-02T22:19:00Z,S611,WindSpeed,Palmer Station,78.00,Normal
2023-11-02T22:40:00Z,S942,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T22:41:00Z,S659,Pressure,Palmer Station,997.00,Normal
2023-11-02T22:49:00Z,S670,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T23:00:00Z,S547,Visibility,Palmer Station,53.00,Normal
2023-11-02T23:21:00Z,S519,Temperature,Palmer Station,-12.00,Normal
2023-11-02T23:23:00Z,S364,UVRadiation,Palmer Station,1.00,Normal
2023-11-02T23:26:00Z,S342,Visibility,Palmer Station,87.00,Normal
2023-11-02T23:27:00Z,S911,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T23:32:00Z,S269,WindSpeed,Palmer Station,53.00,Normal
2023-11-02T23:38:00Z,S294,Temperature,Palmer Station,-11.00,Normal
2023-11-02T23:39:00Z,S747,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T23:40:00Z,S709,Temperature,Palmer Station,-15.00,Normal
2023-11-02T23:43:00Z,S153,Temperature,Palmer Station,-12.00,Normal
2023-11-02T23:54:00Z,S248,UVRadiation,Palmer Station,0.00,Normal
2023-11-02T23:57:00Z,S646,Temperature,Palmer Station,-19.00,Normal
2023-11-03T00:00:00Z,S760,WindSpeed,Palmer Station,69.00,Normal
2023-11-03T00:01:00Z,S508,WindSpeed,Palmer Station,67.00,Normal
2023-11-03T00:04:00Z,S64,Temperature,Palmer Station,-12.00,Normal
2023-11-03T00:05:00Z,S308,Pressure,Palmer Station,999.00,Normal
2023-11-03T00:06:00Z,S557,Visibility,Palmer Station,49.00,Normal
2023-11-03T00:08:00Z,S46,WindSpeed,Palmer Station,58.00,Normal
2023-11-03T00:09:00Z,S214,Temperature,Palmer Station,-11.00,Normal
2023-11-03T00:12:00Z,S296,Visibility,Palmer Station,39.00,Normal
2023-11-03T00:13:00Z,S704,Pressure,Palmer Station,986.00,Normal
2023-11-03T00:14:00Z,S501,Temperature,Palmer Station,-12.00,Normal
2023-11-03T00:28:00Z,S375,Pressure,Palmer Station,991.00,Normal
2023-11-03T00:37:00Z,S358,WindSpeed,Palmer Station,75.00,Normal
2023-11-03T00:38:00Z,S522,Visibility,Palmer Station,94.00,Normal
2023-11-03T00:43:00Z,S153,Temperature,Palmer Station,-17.00,Normal
2023-11-03T00:46:00Z,S112,WindSpeed,Palmer Station,63.00,Normal
2023-11-03T00:49:00Z,S937,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T00:55:00Z,S952,Pressure,Palmer Station,991.00,Normal
2023-11-03T01:02:00Z,S92,Pressure,Palmer Station,987.00,Normal
2023-11-03T01:12:00Z,S677,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T01:13:00Z,S31,WindSpeed,Palmer Station,67.00,Normal
2023-11-03T01:19:00Z,S249,Temperature,Palmer Station,-18.00,Normal
2023-11-03T01:22:00Z,S857,WindSpeed,Palmer Station,53.00,Normal
2023-11-03T01:33:00Z,S677,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T01:35:00Z,S103,Visibility,Palmer Station,148.00,Normal
2023-11-03T01:38:00Z,S519,Temperature,Palmer Station,-14.00,Normal
2023-11-03T01:41:00Z,S305,Temperature,Palmer Station,-18.00,Normal
2023-11-03T01:43:00Z,S971,Visibility,Palmer Station,107.00,Normal
2023-11-03T01:45:00Z,S650,Visibility,Palmer Station,130.00,Normal
2023-11-03T01:52:00Z,S649,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T01:54:00Z,S509,Visibility,Palmer Station,13.00,Normal
2023-11-03T02:02:00Z,S200,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T02:07:00Z,S854,Visibility,Palmer Station,25.00,Normal
2023-11-03T02:35:00Z,S398,Temperature,Palmer Station,-13.00,Normal
2023-11-03T02:38:00Z,S688,Visibility,Palmer Station,39.00,Normal
2023-11-03T02:39:00Z,S931,Visibility,Palmer Station,159.00,Normal
2023-11-03T02:40:00Z,S889,Pressure,Palmer Station,993.00,Normal
2023-11-03T02:43:00Z,S151,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T02:44:00Z,S213,WindSpeed,Palmer Station,71.00,Normal
2023-11-03T02:45:00Z,S480,Visibility,Palmer Station,104.00,Normal
2023-11-03T02:54:00Z,S760,WindSpeed,Palmer Station,63.00,Normal
2023-11-03T03:01:00Z,S768,WindSpeed,Palmer Station,64.00,Normal
2023-11-03T03:02:00Z,S64,Temperature,Palmer Station,-17.00,Normal
2023-11-03T03:03:00Z,S550,Visibility,Palmer Station,154.00,Normal
2023-11-03T03:08:00Z,S519,Temperature,Palmer Station,-19.00,Normal
2023-11-03T03:14:00Z,S140,Pressure,Palmer Station,987.00,Normal
2023-11-03T03:15:00Z,S515,WindSpeed,Palmer Station,71.00,Normal
2023-11-03T03:18:00Z,S332,Visibility,Palmer Station,64.00,Normal
2023-11-03T03:19:00Z,S650,Visibility,Palmer Station,25.00,Normal
2023-11-03T03:23:00Z,S99,WindSpeed,Palmer Station,57.00,Normal
2023-11-03T03:25:00Z,S845,Pressure,Palmer Station,982.00,Normal
2023-11-03T03:35:00Z,S257,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T03:36:00Z,S942,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T03:37:00Z,S878,WindSpeed,Palmer Station,57.00,Normal
2023-11-03T03:42:00Z,S195,WindSpeed,Palmer Station,67.00,Normal
2023-11-03T03:43:00Z,S979,Pressure,Palmer Station,998.00,Normal
2023-11-03T03:46:00Z,S773,Pressure,Palmer Station,988.00,Normal
2023-11-03T03:49:00Z,S971,Visibility,Palmer Station,129.00,Normal
2023-11-03T03:56:00Z,S716,Temperature,Palmer Station,-19.00,Normal
2023-11-03T03:57:00Z,S850,Temperature,Palmer Station,-13.00,Normal
2023-11-03T04:04:00Z,S992,Temperature,Palmer Station,-14.00,Normal
2023-11-03T04:16:00Z,S838,Temperature,Palmer Station,-20.00,Normal
2023-11-03T04:19:00Z,S99,WindSpeed,Palmer Station,61.00,Normal
2023-11-03T04:23:00Z,S698,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T04:26:00Z,S726,Visibility,Palmer Station,98.00,Normal
2023-11-03T04:37:00Z,S398,Temperature,Palmer Station,-12.00,Normal
2023-11-03T05:01:00Z,S716,Temperature,Palmer Station,-15.00,Normal
2023-11-03T05:05:00Z,S332,Visibility,Palmer Station,151.00,Normal
2023-11-03T05:11:00Z,S515,WindSpeed,Palmer Station,56.00,Normal
2023-11-03T05:20:00Z,S73,WindSpeed,Palmer Station,55.00,Normal
2023-11-03T05:24:00Z,S509,Visibility,Palmer Station,191.00,Normal
2023-11-03T05:26:00Z,S931,Visibility,Palmer Station,54.00,Normal
2023-11-03T05:27:00Z,S200,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T05:28:00Z,S121,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T05:36:00Z,S564,Pressure,Palmer Station,991.00,Normal
2023-11-03T05:37:00Z,S358,WindSpeed,Palmer Station,73.00,Normal
2023-11-03T05:41:00Z,S925,Pressure,Palmer Station,981.00,Normal
2023-11-03T05:59:00Z,S37,WindSpeed,Palmer Station,56.00,Normal
2023-11-03T06:00:00Z,S924,Pressure,Palmer Station,982.00,Normal
2023-11-03T06:03:00Z,S924,Pressure,Palmer Station,991.00,Normal
2023-11-03T06:10:00Z,S417,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T06:13:00Z,S781,WindSpeed,Palmer Station,57.00,Normal
2023-11-03T06:14:00Z,S795,Visibility,Palmer Station,33.00,Normal
2023-11-03T06:16:00Z,S790,Visibility,Palmer Station,48.00,Normal
2023-11-03T06:25:00Z,S600,Pressure,Palmer Station,984.00,Normal
2023-11-03T06:41:00Z,S564,Pressure,Palmer Station,990.00,Normal
2023-11-03T06:44:00Z,S710,Visibility,Palmer Station,132.00,Normal
2023-11-03T06:46:00Z,S136,Temperature,Palmer Station,-19.00,Normal
2023-11-03T06:48:00Z,S21,Visibility,Palmer Station,44.00,Normal
2023-11-03T06:49:00Z,S205,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T06:50:00Z,S911,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T06:52:00Z,S294,Temperature,Palmer Station,-16.00,Normal
2023-11-03T06:53:00Z,S580,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T06:57:00Z,S838,Temperature,Palmer Station,-13.00,Normal
2023-11-03T06:58:00Z,S567,Temperature,Palmer Station,-16.00,Normal
2023-11-03T07:01:00Z,S668,Temperature,Palmer Station,-20.00,Normal
2023-11-03T07:11:00Z,S901,Pressure,Palmer Station,999.00,Normal
2023-11-03T07:12:00Z,S850,Temperature,Palmer Station,-17.00,Normal
2023-11-03T07:14:00Z,S517,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T07:15:00Z,S397,Pressure,Palmer Station,981.00,Normal
2023-11-03T07:17:00Z,S485,WindSpeed,Palmer Station,74.00,Normal
2023-11-03T07:18:00Z,S337,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T07:22:00Z,S809,WindSpeed,Palmer Station,72.00,Normal
2023-11-03T07:33:00Z,S683,Temperature,Palmer Station,-17.00,Normal
2023-11-03T07:37:00Z,S925,Pressure,Palmer Station,986.00,Normal
2023-11-03T07:39:00Z,S564,Pressure,Palmer Station,985.00,Normal
2023-11-03T07:42:00Z,S688,Visibility,Palmer Station,86.00,Normal
2023-11-03T07:45:00Z,S285,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T07:47:00Z,S685,Pressure,Palmer Station,983.00,Normal
2023-11-03T07:52:00Z,S557,Visibility,Palmer Station,27.00,Normal
2023-11-03T07:53:00Z,S898,WindSpeed,Palmer Station,78.00,Normal
2023-11-03T07:55:00Z,S65,Visibility,Palmer Station,199.00,Normal
2023-11-03T07:56:00Z,S688,Visibility,Palmer Station,52.00,Normal
2023-11-03T07:59:00Z,S205,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T08:03:00Z,S942,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T08:07:00Z,S760,WindSpeed,Palmer Station,60.00,Normal
2023-11-03T08:19:00Z,S35,WindSpeed,Palmer Station,75.00,Normal
2023-11-03T08:20:00Z,S121,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T08:22:00Z,S21,Visibility,Palmer Station,1.00,Normal
2023-11-03T08:32:00Z,S257,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T08:33:00Z,S882,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T08:35:00Z,S35,WindSpeed,Palmer Station,60.00,Normal
2023-11-03T08:40:00Z,S331,Visibility,Palmer Station,107.00,Normal
2023-11-03T08:47:00Z,S979,Pressure,Palmer Station,995.00,Normal
2023-11-03T08:48:00Z,S647,Pressure,Palmer Station,997.00,Normal
2023-11-03T08:57:00Z,S153,Temperature,Palmer Station,-13.00,Normal
2023-11-03T09:04:00Z,S305,Temperature,Palmer Station,-19.00,Normal
2023-11-03T09:08:00Z,S611,WindSpeed,Palmer Station,51.00,Normal
2023-11-03T09:10:00Z,S938,WindSpeed,Palmer Station,52.00,Normal
2023-11-03T09:17:00Z,S655,Temperature,Palmer Station,-14.00,Normal
2023-11-03T09:18:00Z,S332,Visibility,Palmer Station,53.00,Normal
2023-11-03T09:24:00Z,S773,Pressure,Palmer Station,986.00,Normal
2023-11-03T09:25:00Z,S625,Visibility,Palmer Station,81.00,Normal
2023-11-03T09:31:00Z,S501,Temperature,Palmer Station,-17.00,Normal
2023-11-03T09:38:00Z,S37,WindSpeed,Palmer Station,51.00,Normal
2023-11-03T09:40:00Z,S709,Temperature,Palmer Station,-16.00,Normal
2023-11-03T09:43:00Z,S285,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T09:44:00Z,S168,WindSpeed,Palmer Station,58.00,Normal
2023-11-03T09:52:00Z,S305,Temperature,Palmer Station,-11.00,Normal
2023-11-03T10:02:00Z,S616,Visibility,Palmer Station,107.00,Normal
2023-11-03T10:03:00Z,S539,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T10:04:00Z,S898,WindSpeed,Palmer Station,79.00,Normal
2023-11-03T10:05:00Z,S331,Visibility,Palmer Station,114.00,Normal
2023-11-03T10:08:00Z,S952,Pressure,Palmer Station,986.00,Normal
2023-11-03T10:10:00Z,S531,Visibility,Palmer Station,139.00,Normal
2023-11-03T10:13:00Z,S973,WindSpeed,Palmer Station,76.00,Normal
2023-11-03T10:16:00Z,S876,Pressure,Palmer Station,999.00,Normal
2023-11-03T10:18:00Z,S205,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T10:21:00Z,S795,Visibility,Palmer Station,159.00,Normal
2023-11-03T10:22:00Z,S252,Pressure,Palmer Station,998.00,Normal
2023-11-03T10:26:00Z,S305,Temperature,Palmer Station,-10.00,Normal
2023-11-03T10:30:00Z,S252,Pressure,Palmer Station,991.00,Normal
2023-11-03T10:34:00Z,S369,Visibility,Palmer Station,87.00,Normal
2023-11-03T10:39:00Z,S522,Visibility,Palmer Station,8.00,Normal
2023-11-03T10:43:00Z,S910,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T10:49:00Z,S121,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T10:58:00Z,S45,WindSpeed,Palmer Station,75.00,Normal
2023-11-03T11:00:00Z,S971,Visibility,Palmer Station,164.00,Normal
2023-11-03T11:13:00Z,S898,WindSpeed,Palmer Station,72.00,Normal
2023-11-03T11:14:00Z,S647,Pressure,Palmer Station,992.00,Normal
2023-11-03T11:24:00Z,S729,Pressure,Palmer Station,982.00,Normal
2023-11-03T11:29:00Z,S640,WindSpeed,Palmer Station,53.00,Normal
2023-11-03T11:30:00Z,S729,Pressure,Palmer Station,990.00,Normal
2023-11-03T11:37:00Z,S168,WindSpeed,Palmer Station,71.00,Normal
2023-11-03T11:41:00Z,S885,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T11:42:00Z,S768,WindSpeed,Palmer Station,78.00,Normal
2023-11-03T11:55:00Z,S296,Visibility,Palmer Station,188.00,Normal
2023-11-03T11:58:00Z,S419,Temperature,Palmer Station,-12.00,Normal
2023-11-03T12:01:00Z,S910,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T12:15:00Z,S567,Temperature,Palmer Station,-20.00,Normal
2023-11-03T12:19:00Z,S925,Pressure,Palmer Station,987.00,Normal
2023-11-03T12:25:00Z,S771,Pressure,Palmer Station,986.00,Normal
2023-11-03T12:37:00Z,S726,Visibility,Palmer Station,139.00,Normal
2023-11-03T12:40:00Z,S257,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T12:44:00Z,S850,Temperature,Palmer Station,-15.00,Normal
2023-11-03T12:45:00Z,S124,Pressure,Palmer Station,984.00,Normal
2023-11-03T12:54:00Z,S104,WindSpeed,Palmer Station,77.00,Normal
2023-11-03T12:58:00Z,S404,Pressure,Palmer Station,1000.00,Normal
2023-11-03T13:04:00Z,S625,Visibility,Palmer Station,45.00,Normal
2023-11-03T13:08:00Z,S162,WindSpeed,Palmer Station,61.00,Normal
2023-11-03T13:09:00Z,S778,Temperature,Palmer Station,-16.00,Normal
2023-11-03T13:14:00Z,S296,Visibility,Palmer Station,70.00,Normal
2023-11-03T13:29:00Z,S414,Temperature,Palmer Station,-17.00,Normal
2023-11-03T13:33:00Z,S963,WindSpeed,Palmer Station,57.00,Normal
2023-11-03T13:34:00Z,S729,Pressure,Palmer Station,992.00,Normal
2023-11-03T13:36:00Z,S942,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T13:38:00Z,S698,UVRadiation,Palmer Station,1.00,Normal
2023-11-03T13:43:00Z,S646,Temperature,Palmer Station,-11.00,Normal
2023-11-03T13:44:00Z,S910,UVRadiation,Palmer Station,0.00,Normal
2023-11-03T13:45:00Z,S342,Visibility,Palmer Station,141.00,Normal
2023-11-03T13:46:00Z,S96,Temperature,Palmer Station,-20.00,Normal
2023-11-03T13:53:00Z,S351,Visibility,Palmer Station,54.00,Normal
2023-11-03T13:59:00Z,S931,Visibility,Palmer Station,50.00,Normal
2023-11-03T14:02:00Z,S809,WindSpeed,Palmer Station,74.00,Normal
2023-11-03T14:03:00Z,S404,Pressure,Palmer Station,995.00,Normal
2023-11-03T14:12:00Z,S793,Temperature,Palmer Station,-17.00,Normal
2023-11-03T14:13:00Z,S195,WindSpeed,Palmer Station,72.00,Normal
2023-11-03T14:14:00Z,S499,WindSpeed,Palmer Station,60.00,Normal
2023-11-03T14:16:00Z,S971,Visibility,Palmer Station,31.00,Normal
2023-11-03T14:21:00Z,S249,Temperature,Palmer Station,-13.00,Normal
2023-11-03T14:24:00Z,S768,WindSpeed,Palmer Station,53.00,Normal
